01/01/2014,00:00:06,3.484,0.498,1.68,184.2,12.55,95.5,3.594,-67.41,0
01/01/2014,00:15:06,4.977,0.498,1.803,184.6,12.54,95.5,3.661,-67.03,0
01/01/2014,00:30:06,4.977,0.995,2.329,182,12.54,95.7,3.8,-67.49,0
01/01/2014,00:45:06,4.479,0.995,2.301,183.9,12.54,95.4,4.061,-58.93,0
01/01/2014,01:00:06,4.479,0.498,2.195,182.8,12.54,95.7,4.217,-42.55,0
01/01/2014,01:15:06,9.95,0.995,3.343,183.8,12.54,95.7,4.491,-41.94,0
01/01/2014,01:30:06,11.45,0.995,4.469,183.3,12.54,95.6,4.626,-58.1,0
01/01/2014,01:45:06,11.94,0.995,5.038,182.3,12.54,95.6,4.712,-52.04,0
01/01/2014,02:00:06,11.94,0.498,3.981,184.2,12.54,95.7,4.884,-25.38,0
01/01/2014,02:15:06,7.963,0.498,2.92,184.1,12.54,95.5,5.162,-15.46,0
01/01/2014,02:30:06,5.474,0.995,2.575,184.7,12.54,95.3,5.233,-44.05,0
01/01/2014,02:45:06,5.474,0.498,2.288,186.6,12.54,95.2,5.149,-64.64,0
01/01/2014,03:00:06,5.474,0.498,2.072,190.5,12.54,95,5.103,-66.54,0
01/01/2014,03:15:06,5.972,0.498,1.826,185.5,12.54,94.3,5.121,-65.77,0
01/01/2014,03:30:06,5.972,0,2.017,188.3,12.54,93.3,5.145,-65.57,0
01/01/2014,03:45:06,5.972,0.498,2.221,186.8,12.47,92.5,5.163,-66.75,0
01/01/2014,04:00:06,4.977,0,2.178,186.8,12.54,91.6,5.13,-68.63,0
01/01/2014,04:15:06,4.977,0.498,2.112,183.6,12.54,91.1,5.06,-68.58,0
01/01/2014,04:30:06,3.981,0.498,1.954,181.6,12.54,91.8,4.952,-67.36,0
01/01/2014,04:45:06,3.981,0.498,1.803,185.2,12.54,92.5,4.875,-66.46,0
01/01/2014,05:00:06,3.981,0,1.43,184,12.54,93.3,4.677,-64.43999,0
01/01/2014,05:15:06,4.479,0,1.918,181.2,12.54,93.7,4.641,-65.55,0
01/01/2014,05:30:06,5.474,0.995,2.563,181.3,12.54,93.5,4.659,-67.07,0
01/01/2014,05:45:06,4.977,0.995,2.435,181,12.54,94.2,4.554,-65.57,0
01/01/2014,06:00:06,5.474,0.498,2.417,181.9,12.54,94.5,4.617,-64.54,0
01/01/2014,06:15:06,5.972,0.995,2.744,181.3,12.54,94.7,4.815,-58.99,0.2
01/01/2014,06:30:06,4.479,0.995,2.314,182.1,12.54,94.8,4.854,-51.84,0
01/01/2014,06:45:06,4.977,0.498,2.434,179.9,12.54,95.1,5.021,-46.85,0
01/01/2014,07:00:06,6.967,0.995,2.606,184.7,12.54,94.9,5.305,-41.19,0
01/01/2014,07:15:06,7.963,0.995,3.071,181.8,12.54,94.6,5.592,-54.54,0
01/01/2014,07:30:06,5.972,0.995,3.039,181.1,12.54,94.4,5.629,-58.34,0
01/01/2014,07:45:06,5.972,0.995,3.092,179.8,12.54,94.7,5.65,-48.27,0
01/01/2014,08:00:06,10.95,1.493,3.615,177.7,12.54,94.9,5.742,-56.36,0
01/01/2014,08:15:06,11.94,1.493,4.681,179.2,12.54,94.9,5.83,-47.97,0
01/01/2014,08:30:06,10.45,1.493,4.608,176.9,12.55,94.6,5.96,-44.23,0
01/01/2014,08:45:06,8.96,1.493,3.865,178.5,12.59,94,6.255,-23.73,0
01/01/2014,09:00:06,11.94,1.493,4.761,177.5,12.71,92.5,6.621,-27.17,0
01/01/2014,09:15:06,12.94,1.493,4.534,173.3,12.83,92.2,6.728,-9.17,0
01/01/2014,09:30:06,11.45,1.991,5.257,173.3,12.85,91.8,6.986,10.16,0
01/01/2014,09:45:06,12.94,2.986,6.712,173.1,12.82,91.8,7.199,14.58,0
01/01/2014,10:00:06,14.93,2.986,7.805,174.5,12.98,91.3,7.496,49.55,0
01/01/2014,10:15:06,13.93,3.981,8.62,175.5,13.11,89.9,7.769,75.11999,0
01/01/2014,10:30:06,16.92,2.986,9.03,178.5,13.11,89.3,7.88,86.3,0
01/01/2014,10:45:06,18.91,3.981,9.42,177.7,13.16,88.3,8.01,96.1,0
01/01/2014,11:00:06,17.92,2.986,10.29,178.8,13.21,87.5,8.11,96.5,0
01/01/2014,11:15:06,21.9,4.977,10.52,179.7,13.27,87,8.16,111.4,0
01/01/2014,11:30:06,17.92,2.986,10.24,178.2,13.24,86.5,8.19,121.1,0
01/01/2014,11:45:06,20.9,2.986,10.27,178.3,13.24,85.6,8.2,120,0
01/01/2014,12:00:06,20.9,3.981,10.17,177.3,13.15,85.8,8.13,42.61,0
01/01/2014,12:15:06,17.92,4.977,10.12,175.7,13.03,86.7,7.988,-36.69,0
